,ORG Name,ORG Link,Size,Sector,Country,Region,Report
54,Ambatovy Nickel and Cobalt Project,https://database.globalreporting.org/organizations/18664/,Large,Mining,mg,Africa,"['2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/65735/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/62662/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62673/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/62676/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/62674/']"
55,Amecor (Amalgamated Electronic Corporation),https://database.globalreporting.org/organizations/4808/,Large,Equipment,za,Africa,"['2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60878/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/45753/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22584/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19097/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14737/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28755/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12022/']"
56,Andulela Investment Holdings,https://database.globalreporting.org/organizations/6482/,Large,Metals Products,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/64096/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60857/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46654/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42524/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/24736/', '2013 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/21343/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17433/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17434/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28877/']"
57,Anglo American Platinum,https://database.globalreporting.org/organizations/143/,Large,Mining,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/67466/', '2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79585/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/46893/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/42527/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/27146/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/19421/', '2013 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/20472/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/12804/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/12818/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5105/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3565/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3566/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2429/', '2007 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/1684/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1169/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/779/', '2004 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/503/', '2003 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/327/', '2002 - GRI - G1 GRI - G1: https://database.globalreporting.org/reports/189/']"
58,Anglo Coal South Africa,https://database.globalreporting.org/organizations/307/,Large,Mining,za,Africa,"['2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5104/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1168/', '2004 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/502/']"
59,AngloGold Ashanti,https://database.globalreporting.org/organizations/221/,MNE,Other,za,Africa,"['2018 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/59515/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/59514/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/45303/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/27185/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/19420/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/17131/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/12803/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/7809/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5106/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3567/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2430/', '2007 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1685/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1170/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/780/', '2004 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/504/', '2003 - GRI - G1 GRI - G1: https://database.globalreporting.org/reports/328/']"
60,Angola Stock Exchange BODIVA,https://database.globalreporting.org/organizations/16732/,SME,Financial Services,ao,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61872/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54360/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54359/']"
61,Annuity Properties,https://database.globalreporting.org/organizations/6465/,Large,Real Estate,za,Africa,['2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17382/']
62,ANP,https://database.globalreporting.org/organizations/22940/,Large,Public Agency,ma,Africa,['2020 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/79966/']
63,APONYE (U) LIMITED,https://database.globalreporting.org/organizations/22130/,SME,Agriculture,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/76021/']
64,Apple South Africa,https://database.globalreporting.org/organizations/6688/,MNE,Retailers,za,Africa,['2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18456/']
65,Arab African International Bank,https://database.globalreporting.org/organizations/6326/,Large,Financial Services,eg,Africa,"['2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/55184/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/16662/']"
66,ARB Holdings,https://database.globalreporting.org/organizations/4805/,Large,Construction Materials,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74110/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62684/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/52701/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42585/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34559/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22530/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17381/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14735/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12019/']"
67,ArcelorMittal South Africa,https://database.globalreporting.org/organizations/4000/,Large,Metals Products,za,Africa,"['2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60835/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60858/', '2015 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/32436/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/61519/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/19437/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/14734/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/10152/']"
68,Argent Industrial Limited,https://database.globalreporting.org/organizations/4804/,Large,Metals Products,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/79572/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/59367/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60826/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/45399/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/33462/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21436/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17377/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17607/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12018/']"
69,ARM (African Rainbow Minerals),https://database.globalreporting.org/organizations/1590/,Large,Mining,za,Africa,"['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/76168/', '2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/75084/', '2017 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/76086/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/42622/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/32541/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/23409/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/48664/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/14763/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/9280/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5127/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3582/']"
70,Arrowhead Properties,https://database.globalreporting.org/organizations/6469/,Large,Real Estate,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75459/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62685/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42625/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34560/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/23518/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19098/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17397/']"
71,Ascension Properties,https://database.globalreporting.org/organizations/7424/,Large,Real Estate,za,Africa,"['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46617/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46618/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22731/']"
72,Aspen Pharmacare,https://database.globalreporting.org/organizations/10044/,Large,Healthcare Products,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74057/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/67473/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53618/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/42626/', '2015 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/35419/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/35420/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/35446/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/35444/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/35445/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/35447/']"
73,Assen Ventures Ltd,https://database.globalreporting.org/organizations/22135/,SME,Equipment,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/76061/']
74,Assore,https://database.globalreporting.org/organizations/3952/,MNE,Mining,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/77385/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/61277/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53619/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/42623/', '2015 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/34561/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/23410/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/19157/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/14762/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/12017/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9919/']"
75,Astoria Investments Ltd,https://database.globalreporting.org/organizations/16932/,SME,Financial Services,mu,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62718/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54944/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54943/']"
76,Astral Foods,https://database.globalreporting.org/organizations/3951/,Large,Food and Beverage Products,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75456/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62686/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60372/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46730/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34563/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/23699/', '2013 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/19018/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/14761/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/12016/', '2010 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/9918/']"
